,index,NbCommentaire,NbIngredients,Note,Plat,Temps,accompagnement,amusegueule,boisson,confiserie,dessert,entree,ingredient,platprincipal,sauce,vegan,vegetarien
1326,1327,379,10,"4,6",Pâte à crêpes légère,17,0,0,0,0,1,0,"['levure', 'rhum', 'farine', 'huile', 'lait', 'oeuf', 'sucre-vanille', 'fleur-d-oranger', 'sucre', 'sel']",0,0,0,1
1327,1328,31,12,"4,4","Cannellonis chèvre, ricotta et menthe",45,0,0,0,0,0,0,"['ricotta', 'parmesan', 'chevre-frais', 'menthe', 'thym', 'lasagnes', 'puree-de-tomate', 'poivre', 'sucre', 'laurier', 'oignon', 'sel']",1,0,0,1
1328,1329,3,8,"4,7",Moelleux aux poires sans gluten,60,0,0,0,0,1,0,"['poire', 'farine-sans-gluten', 'poudre-d-amande', 'oeuf', 'beurre', 'sucre', 'vanille', 'poudre-a-lever']",0,0,0,1
1329,1330,2,5,4,Bonbons berlingots,40,0,0,0,1,0,0,"['citron', 'eau', 'sucre-en-poudre', 'glucose', 'colorant-alimentaire']",0,0,1,1
1330,1331,66,7,"4,7",Gâteaux aux noisettes,40,0,0,0,0,1,0,"['levure', 'poudre-de-noisette', 'farine', 'huile', 'oeuf', 'sucre', 'sel']",0,0,0,1
1331,1332,52,3,"4,6",Foie gras mi-cuit,45,0,0,0,0,0,1,"['fleur-de-sel', 'poivre', 'foie-gras']",0,0,0,0
1332,1333,64,8,"4,1",Sauce Bolognaise,25,0,0,0,0,0,0,"['huile-d-olive', 'coulis-de-tomate', 'oignon', 'beurre', 'viande', 'poivre', 'ail', 'sel']",1,0,0,0
1333,1334,92,6,"4,5",Gâteau fondant banane chocolat,60,0,0,0,0,1,0,"['farine', 'oeuf', 'beurre', 'banane', 'chocolat', 'sucre']",0,0,0,1
1334,1335,240,5,"4,8",Pommes de terres sautées,20,1,0,0,0,0,0,"['pomme-de-terre', 'huile', 'curry', 'poivre', 'sel']",0,0,1,1
1335,1336,87,8,"4,6",Cake à la banane facile et rapide,55,0,0,0,0,1,0,"['farine', 'lait', 'oeuf', 'beurre', 'banane', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
1336,1337,69,20,"4,9",Tartare de saumon et sa salade de lentilles (17ème rencontre),60,0,0,0,0,0,1,"['clou-de-girofle', 'echalote', 'saumon-fume', 'citron', 'vinaigre-de-xeres', 'huile-d-olive', 'moutarde', 'saumon-frais', 'poivre-blanc', 'oignon', 'aneth', 'thym', 'capres', 'orange', 'cornichon', 'huile-de-noix', 'piment', 'laurier', 'lentilles-verte', 'sel']",0,0,0,0
1337,1338,3,14,"4,3",Biscuits spirales cacao pistache,45,0,0,0,0,1,0,"['pate', 'cacao', 'poudre-de-noisette', 'farine', 'lait', 'oeuf', 'beurre', 'arome', 'sucre']",0,0,0,1
1338,1339,77,12,"4,8",Courgettes rondes farcies,80,0,0,0,0,0,0,"['tomates-pelees', 'chair-a-saucisse', 'echalote', 'huile-d-olive', 'courgette', 'gruyere-rape', 'cumin', 'creme', 'poivre', 'herbes-de-provence', 'oignon', 'sel']",1,0,0,0
1339,1340,5,4,"4,2",Crumble express aux pommes,11,0,0,0,0,1,0,"['pomme', 'sucre-vanille', 'cannelle', 'galettes-bretonnes']",0,0,1,1
1340,1341,37,15,"4,6",Suppli'al telefono (croquettes de riz à la mozzarella),110,0,0,0,0,0,1,"['riz-rond', 'parmesan-rape', 'mozzarella', 'bouillon-de-boeuf', 'huile-de-friture', 'basilic', 'oeuf', 'beurre', 'risotto', 'persil', 'chapelure', 'poivre', 'jambon', 'oignon', 'sel']",0,0,0,0
1341,1342,30,32,"4,7",Fondue chinoise (la vraie),155,0,0,0,0,0,0,"['sauce-soja', 'anis-etoile', 'ketchup', 'vinaigre-aromatise', 'piment', 'poivre', 'clou-de-girofle', 'moutarde', 'oignon', 'crevette', 'huile', 'sauce-huitre', 'thon', 'boeuf', 'sucre', 'sauce-nuoc-mam', 'sel', 'noix-de-petoncle', 'jus-de-citron', 'citron', 'cacahuete', 'vinaigre', 'eau', 'ciboulette', 'poulet', 'ail', 'gingembre']",1,0,0,0
1342,1343,68,6,"4,7",Ile flottante à la crème anglaise au micro-ondes,20,0,0,0,0,1,0,"['lait', 'oeuf', 'maizena', 'sucre', 'vanille', 'sel']",0,0,0,1
1343,1344,9,10,"4,7",Mini-pizza façon tortillas,35,0,0,0,0,0,1,"['mozzarella', 'basilic', 'origan', 'tortilla', 'reblochon', 'creme-fraiche-epaisse', 'sauce-tomate', 'buche-de-chevre', 'miel']",0,0,0,1
1344,1345,14,7,"4,6",Frittata aux courgettes,50,0,0,0,0,0,0,"['huile-d-olive', 'parmesan', 'courgette', 'oeuf', 'poivre', 'oignon', 'sel']",1,0,0,1
1345,1346,125,7,"4,6",Terrine fraise chocolat blanc,30,0,0,0,0,1,0,"['gelatine', 'lait', 'palets-bretons', 'beurre', 'fromage-blanc', 'chocolat-blanc', 'fraises']",0,0,0,0
1346,1347,3,6,4,Churros de pomme de terre mozzarella et basilic,30,0,1,0,0,0,0,"['pomme-de-terre', 'mozzarella', 'basilic', 'farine', 'oeuf', 'huile-de-friture']",0,0,0,1
1347,1348,17,13,"4,6",Bo Bun,40,0,0,0,0,0,0,"['steak', 'citron', 'vermicelles-de-riz', 'batavia', 'germes-de-soja', 'menthe', 'oignon', 'vinaigre', 'ail', 'coriandre', 'nuoc-mam', 'carotte', 'sel']",1,0,0,0
1348,1349,13,9,"4,9",Conversation,45,0,0,0,0,1,0,"['amandes', 'blanc-d-oeuf', 'jus-de-citron', 'pate-feuilletee', 'rhum', 'sucre-glace', 'oeuf', 'beurre', 'sucre-en-poudre']",0,0,0,1
1349,1350,53,9,"4,8",Crinkles au chocolat,87,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'sucre-glace', 'oeuf', 'sucre-en-poudre', 'beurre-demi-sel', 'levure-chimique', 'vanille', 'sel']",0,0,0,1
1350,1351,1,15,5,Gâteau surprise de Pâques,70,0,0,0,0,1,0,"['chocolat-noir', 'levure', 'chocolat-au-lait', 'farine', 'huile', 'yaourt-nature', 'creme-liquide', 'lait', 'oeuf', 'beurre', 'chocolat', 'chocolat-blanc', 'sucre', 'sel']",0,0,0,1
1351,1352,21,6,"4,7",Feuilleté rapide jambon fromage,25,0,0,0,0,0,0,"['jaune-d-oeuf', 'pate-feuilletee', 'jambon-blanc', 'creme-fraiche', 'ciboulette', 'gruyere-rape']",1,0,0,0
1352,1353,263,11,"4,8",Lasagnes végétariennes (facile),80,0,0,0,0,0,0,"['bechamel', 'tomate', 'basilic-frais', 'coulis-de-tomate', 'courgette', 'lasagnes', 'gruyere-rape', 'poivre', 'herbes-de-provence', 'oignon', 'sel']",1,0,0,1
1353,1354,1,10,5,Crackers avocat et mascarpone,25,0,1,0,0,0,0,"['mascarpone', 'citron', 'avocat', 'huile-d-olive', 'graines-de-courge', 'cracker', 'graine-germee', 'fromage-blanc', 'poivre', 'sel']",0,0,0,1
1354,1355,30,10,"4,5",Cari de poulet (comme à la Réunion),50,0,0,0,0,0,0,"['tomate', 'oignon-rouge', 'curcuma', 'huile-de-tournesol', 'thym', 'eau', 'poulet', 'poivre', 'ail', 'sel']",1,0,0,0
1355,1356,430,4,"4,8",Crevettes au curry express,15,0,0,0,0,0,0,"['crevette-rose', 'creme', 'huile-d-olive', 'curry']",1,0,0,0
1356,1357,346,7,"4,9",Tiramisu aux framboises,25,0,0,0,0,1,0,"['mascarpone', 'biscuit', 'sucre-roux', 'lait', 'oeuf', 'sucre-vanille', 'framboises']",0,0,0,1
1357,1358,53,3,"4,4",Sauce au beurre pour poisson blanc,5,0,0,0,0,0,0,"['creme-fraiche', 'beurre', 'echalote']",0,1,0,1
1358,1359,69,4,"4,4",Mousse au citron avec gélatine,25,0,0,0,0,1,0,"['oeuf', 'gelatine', 'citron', 'sucre-semoule']",0,0,0,0
1359,1360,175,9,"4,7",Gratin de courge butternut,25,0,0,0,0,0,0,"['muscade', 'poitrine-fumee', 'parmesan-rape', 'courge', 'creme-liquide', 'pignons', 'poivre', 'herbes', 'sel']",1,0,0,0
1360,1361,23,7,"4,8",L'omelette tendresse...,30,0,0,0,0,0,0,"['poivron-vert', 'tomate-cerise', 'champignon-de-paris', 'oeuf', 'gruyere-rape', 'lardons-fumes', 'oignon']",1,0,0,0
1361,1362,182,8,"4,5",Charlotte au chocolat,45,0,0,0,0,1,0,"['creme-fraiche-liquide', 'rhum', 'lait', 'oeuf', 'sucre-glace', 'beurre', 'biscuit-a-la-cuillere', 'chocolat-patissier']",0,0,0,1
1362,1363,3,6,"4,7",Carpaccio / tartare de thon rouge,15,0,0,0,0,0,1,"['huile-d-olive', 'menthe', 'fleur-de-sel', 'vinaigre-de-riz', 'coriandre', 'thon-rouge']",0,0,0,0
1363,1364,120,4,"4,5",Magret de canard au miel et au vinaigre de framboise,45,0,0,0,0,0,0,"['echalote', 'miel', 'magret-de-canard', 'vinaigre-de-framboise']",1,0,0,0
1364,1365,14,15,"4,4",Mojito façon cheesecake,100,0,0,0,0,1,0,"['ricotta', 'biscuit', 'rhum', 'gelatine', 'fromage-frais', 'menthe', 'oeuf', 'creme-fraiche', 'beurre', 'citron-vert', 'eau', 'sucre']",0,0,0,0
1365,1366,31,3,"4,5",Crème au beurre,25,0,0,0,0,1,0,"['oeuf', 'beurre', 'sucre-en-poudre']",0,0,0,1
1366,1367,85,12,"4,5",Trianon,65,0,0,0,0,1,0,"['chocolat-noir', 'crepe-dentelle', 'pralinoise', 'farine', 'creme-liquide', 'lait', 'oeuf', 'beurre', 'sucre-en-poudre', 'levure-chimique', 'poudre-d-amande', 'pralin']",0,0,0,1
1367,1368,30,17,"4,9",Fondue vigneronne au vin rouge,75,0,0,0,0,0,0,"['pomme-de-terre', 'lardons', 'champignon-de-paris', 'farine', 'oignon', 'vin-rouge', 'thym', 'boeuf', 'ail', 'poivre', 'laurier', 'herbes-de-provence', 'echalote', 'sel']",1,0,0,0
1368,1369,121,11,"4,8",Magret de canard au thé Earl Grey et à l'orange,30,0,0,0,0,0,0,"['huile-d-olive', 'magret-de-canard', 'cube-de-bouillon', 'the', 'jus-d-orange', 'thym', 'orange', 'beurre', 'miel', 'confiture', 'echalote']",1,0,0,0
1369,1370,93,7,"4,8",Tartiflette irlandaise,80,0,0,0,0,0,0,"['comte', 'pomme-de-terre', 'saumon-fume', 'creme-fraiche-liquide', 'poivre', 'oignon', 'sel']",1,0,0,0
1370,1371,90,12,"4,6",Pot-au-feu facile,150,0,0,0,0,0,0,"['clou-de-girofle', 'poireau', 'rave', 'celeri', 'oignon', 'viande', 'bouquet-garni', 'os-a-moelle', 'ail', 'poivre', 'carotte', 'sel']",1,0,0,0
1371,1372,17,7,"3,9",quatre-quarts au nutella,60,0,0,0,0,1,0,"['nutella', 'levure', 'farine', 'oeuf', 'sucre-vanille', 'beurre', 'sucre']",0,0,0,1
1372,1373,928,5,"4,6",Pâte à crêpes simple,45,0,0,0,0,1,0,"['farine', 'biere', 'huile', 'oeuf', 'lait-demi-ecreme']",0,0,0,1
1373,1374,197,10,"4,6",Cake aux olives,70,0,0,0,0,0,1,"['levure', 'farine', 'huile', 'oeuf', 'beurre', 'vin-blanc-sec', 'gruyere-rape', 'olive-verte', 'poivre', 'jambon']",0,0,0,0
1374,1375,37,8,"4,6",Petits sablés de Noël,40,0,0,0,1,0,0,"['amandes', 'farine', 'sucre-glace', 'oeuf', 'sucre-vanille', 'beurre', 'cannelle', 'sel']",0,0,0,1
1375,1376,21,12,"4,6",Le potager cookie à manger,45,0,0,0,0,1,0,"['chocolat-noir', 'pate-a-sucre', 'farine', 'creme-liquide', 'oreo', 'oeuf', 'beurre', 'persil', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
1376,1377,84,19,"4,7",Bo Bun (Vietnam),35,0,0,0,0,0,0,"['sauce-d-huitre', 'nem', 'vermicelles-de-riz', 'batavia', 'arachide', 'soja', 'menthe', 'vinaigre', 'eau', 'boeuf', 'glutamate', 'curry', 'coriandre', 'poivre', 'sucre', 'nuoc-mam', 'ail', 'sel']",1,0,0,0
1377,1378,120,5,"3,6",Macarons inratables ,50,0,0,0,1,0,0,"['amandes', 'blanc-d-oeuf', 'sucre-glace', 'sucre-en-poudre', 'colorant-alimentaire']",0,0,0,1
1378,1379,102,8,"4,8",Tarte aux fraises sans cuisson,20,0,0,0,0,1,0,"['mascarpone', 'citron', 'fromage-frais', 'sables', 'sucre-glace', 'sucre-vanille', 'beurre', 'fraises']",0,0,0,1
1379,1380,137,11,"4,1",Cupcakes faciles,45,0,0,0,0,1,0,"['levure', 'farine', 'bicarbonate', 'lait', 'oeuf', 'sucre-glace', 'beurre', 'sucre', 'vanille']",0,0,0,1
1380,1381,854,11,"4,7",Boeuf Bourguignon rapide,70,0,0,0,0,0,0,"['lardons', 'champignon-de-paris', 'farine', 'vin-rouge', 'beurre', 'bouquet-garni', 'boeuf', 'ail', 'poivre', 'oignon', 'sel']",1,0,0,0
1381,1382,14,6,"4,6",Croque-cake pâte à tartiner et noisettes,45,0,0,0,0,1,0,"['pate-a-tartiner', 'poudre-de-noisette', 'noisettes', 'brioche', 'creme-liquide', 'oeuf']",0,0,0,1
1382,1383,64,7,"4,8",Saltimbocca de veau,35,0,0,0,0,0,0,"['mozzarella', 'parmesan', 'coulis-de-tomate', 'basilic-frais', 'jambon-de-parme', 'escalope-de-veau', 'echalote']",1,0,0,0
1383,1384,100,7,"4,7","Crumble salé aux courgettes, chèvre et lardons",55,0,0,0,0,0,0,"['lardons', 'parmesan', 'farine', 'fromage', 'courgette', 'beurre', 'oignon']",1,0,0,0
1384,1385,8,4,"4,6",Egg Mcmuffin (petit-déjeuner américain),13,0,0,0,0,0,0,"['oeuf', 'bacon', 'pain', 'fromage']",1,0,0,0
1385,1386,180,7,"4,7",Gâteau poire chocolat,65,0,0,0,0,1,0,"['levure', 'poire', 'farine', 'oeuf', 'beurre', 'chocolat', 'sucre-en-poudre']",0,0,0,1
1386,1387,761,15,"4,7",La Vraie Moussaka Grecque,175,0,0,0,0,0,0,"['muscade', 'pomme-de-terre', 'tomate', 'huile-d-olive', 'boeuf-hache', 'farine', 'lait', 'aubergine', 'beurre', 'cannelle', 'poivre', 'miel', 'oignon', 'sel']",1,0,0,0
1387,1388,14,8,"4,1",Camembert frit,15,0,0,0,0,0,0,"['camembert', 'farine', 'huile', 'oeuf', 'chapelure', 'paprika', 'beurre', 'piment']",1,0,0,1
1388,1389,89,8,"4,7",Lapin aux speculoos (7ème rencontre),70,0,0,0,0,0,0,"['cube-de-bouillon', 'lapin', 'speculoos', 'beurre', 'bouquet-garni', 'creme-fraiche-allegee', 'poivre', 'oignon']",1,0,0,0
1389,1390,48,11,"4,7",Soupe aux 7 légumes,50,0,0,0,0,0,1,"['pomme-de-terre', 'tomate', 'poireau', 'celeri', 'oignon', 'navet', 'courgette', 'bouillon', 'creme-fraiche', 'beurre', 'carotte']",0,0,0,1
1390,1391,28,9,"4,3",Carrés au citron,65,0,0,0,0,1,0,"['jus-de-citron', 'jaune-d-oeuf', 'citron', 'farine', 'huile', 'sucre-de-canne', 'beurre', 'beurre-demi-sel', 'sucre']",0,0,0,1
1391,1392,13,10,"4,5",Gâteau de pommes de terre,65,0,0,0,0,0,0,"['muscade', 'pomme-de-terre', 'mozzarella', 'parmesan', 'oeuf', 'beurre', 'chapelure', 'poivre', 'jambon', 'sel']",1,0,0,0
1392,1393,2,7,"4,5",Bûche de sablés au chocolat,60,0,0,0,0,1,0,"['farine', 'creme-liquide', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'sucre']",0,0,0,1
1393,1394,173,15,"3,9",Eclairs au chocolat (rapide),90,0,0,0,0,1,0,"['chocolat-noir', 'jaune-d-oeuf', 'farine', 'huile', 'lait', 'oeuf', 'eau', 'beurre', 'sucre', 'sel']",0,0,0,1
1394,1395,104,14,"4,8",Navarin d'agneau,140,0,0,0,0,0,0,"['pomme-de-terre', 'huile-d-olive', 'farine', 'carotte', 'navet', 'bouillon', 'double-concentre-de-tomates', 'epices-a-couscous', 'bouquet-garni', 'persil', 'agneau', 'ail', 'gros-sel', 'oignon']",1,0,0,0
1395,1396,8,5,"4,9",Omelette soufflée au fromage,33,0,0,0,0,0,0,"['comte', 'citron', 'oeuf', 'poivre', 'sel']",1,0,0,1
1396,1397,16,8,"4,8",Salade d'asperges aux pignons,40,0,0,0,0,0,1,"['citron', 'asperge', 'celeri', 'pignons', 'poivre', 'vinaigrette', 'lard', 'sel']",0,0,0,0
1397,1398,84,6,4,Gâteau nature,35,0,0,0,0,1,0,"['farine', 'huile', 'lait', 'oeuf', 'levure-chimique', 'sucre']",0,0,0,1
1398,1399,222,8,"4,7",Paupiettes de veau ,45,0,0,0,0,0,0,"['moutarde', 'huile-d-olive', 'vinaigre-balsamique', 'eau', 'paupiette-de-veau', 'vin-blanc', 'fond-de-veau', 'ail']",1,0,0,0
1399,1400,47,7,"4,6",Cookies sans gluten,35,0,0,0,0,1,0,"['noisettes', 'farine', 'oeuf', 'noix-de-coco-rapee', 'beurre', 'chocolat', 'sucre']",0,0,0,1
1400,1401,399,10,"4,8",Carbonades flamandes traditionnelles,220,0,0,0,0,0,0,"['moutarde', 'cassonade', 'pain-d-epices', 'lard-fume', 'beurre', 'bouquet-garni', 'boeuf', 'biere-brune', 'oignon', 'sel']",1,0,0,0
1401,1402,14,7,5,Homard grillé aux épices fines,33,0,0,0,0,0,0,"['muscade', 'ail-semoule', 'homard', 'bouillon', 'creme-fraiche-epaisse', 'fleur-de-sel', 'poivre']",1,0,0,0
1402,1403,12,5,"4,8",Biscuits à la pistache,30,0,0,0,0,1,0,"['blanc-d-oeuf', 'citron', 'pistache', 'sucre', 'miel']",0,0,0,1
1403,1404,17,12,"4,6",Poivrons farcis,85,0,0,0,0,0,0,"['chair-a-saucisse', 'boeuf-hache', 'pain-de-mie', 'oignon', 'thym', 'oeuf', 'lait', 'persil', 'poivron', 'poivre', 'ail', 'sel']",1,0,0,0
1404,1405,83,5,"4,8",Courge spaghetti  à la carbonara,50,0,0,0,0,0,0,"['parmesan', 'lardons', 'courge-spaghetti', 'creme-fraiche-epaisse', 'oignon']",1,0,0,0
1405,1406,8,5,"4,4",Lemon curd,45,0,0,0,1,0,0,"['jaune-d-oeuf', 'citron', 'fecule-de-mais', 'lait-concentre-sucre', 'sel']",0,0,0,1
1406,1407,2,6,5,Magnum maison,25,0,0,0,0,1,0,"['amandes', 'sucre-glace', 'oeuf', 'sucre-vanille', 'creme-fraiche', 'chocolat']",0,0,0,1
1407,1408,75,5,"4,7",Crème aux oeufs de ma maman,50,0,0,0,0,1,0,"['caramel', 'lait', 'oeuf', 'sucre-vanille', 'sucre']",0,0,0,1
1408,1409,22,4,"4,5",Mousse à la groseille,40,0,0,0,0,1,0,"['creme-fraiche', 'gelatine', 'sucre', 'groseille']",0,0,0,0
1409,1410,144,4,4,Pâte à crèpes sans oeufs simple,30,0,0,0,0,1,0,"['sucre-vanille', 'beurre', 'farine', 'lait']",0,0,0,1
1410,1411,61,7,"4,2",Pâtes carbonara,30,0,0,0,0,0,0,"['lardons', 'oeuf', 'creme-fraiche', 'gruyere-rape', 'poivre', 'pates', 'sel']",1,0,0,0
1411,1412,0,9,0,Cronut (croissant + donut),40,0,0,0,0,1,0,"['jaune-d-oeuf', 'citron', 'pate-feuilletee', 'farine', 'lait', 'oeuf', 'sucre-glace', 'sucre', 'vanille']",0,0,0,1
1412,1413,13,5,"3,5",pamplemousses soufflés,55,0,0,0,0,1,0,"['farine', 'oeuf', 'pamplemousse', 'sucre', 'sel']",0,0,0,1
1413,1414,590,8,"4,7",Cookies aux pépites de chocolat super moelleux,25,0,0,0,0,1,0,"['levure', 'sucre-semoule', 'farine', 'oeuf', 'beurre', 'chocolat', 'sucre', 'sel']",0,0,0,1
1414,1415,7,13,"4,4",Brownie menthe chocolat,70,0,0,0,0,1,0,"['extrait-de-vanille', 'jaune-d-oeuf', 'menthe', 'farine', 'fromage-frais', 'colorant', 'oeuf', 'chocolat', 'beurre-demi-sel', 'sucre', 'sel']",0,0,0,1
1415,1416,114,5,"4,6",Flan coco,60,0,0,0,0,1,0,"['caramel', 'noix-de-coco', 'oeuf', 'lait-ecreme', 'lait-concentre-sucre']",0,0,0,1
1416,1417,41,6,"4,9",Crumble aux pommes et aux coings,50,0,0,0,0,1,0,"['farine', 'cassonade', 'pomme', 'beurre', 'coing', 'sel']",0,0,0,1
1417,1418,4,11,4,Gâteau magique à la courgette,200,0,0,0,0,0,0,"['parmesan-rape', 'citron', 'huile-d-olive', 'basilic', 'farine', 'courgette', 'lait', 'oeuf', 'persil', 'poivre', 'sel']",1,0,0,1
1418,1419,6,5,"4,5",Raclette façon burger,40,0,0,0,0,0,0,"['pomme-de-terre', 'fromage-a-raclette', 'jambon-blanc', 'cornichon', 'salami']",1,0,0,0
1419,1420,11,9,"4,4",gâteau a la poire,25,0,0,0,0,1,0,"['levure', 'poire', 'farine', 'huile', 'lait', 'oeuf', 'sucre-vanille', 'sucre-en-poudre', 'sel']",0,0,0,1
1420,1421,1793,6,"4,6",Véritable moelleux au chocolat,40,0,0,0,0,1,0,"['chocolat-noir', 'levure', 'sucre-semoule', 'beurre-doux', 'farine', 'oeuf']",0,0,0,1
1421,1422,116,7,"4,5",Aumonières aux noix de saint-Jacques,55,0,0,0,0,0,1,"['noix-de-saint-jacques', 'poireau', 'pate-filo', 'huile', 'beurre', 'crevette-rose', 'creme']",0,0,0,0
1422,1423,248,16,"4,7",Lasagnes,125,0,0,0,0,0,0,"['saucisse', 'mozzarella', 'tomate', 'pate-a-lasagne', 'huile-d-olive', 'basilic', 'celeri', 'carotte', 'lait', 'beurre', 'viande', 'maizena', 'puree-de-tomate', 'poivre', 'oignon', 'sel']",1,0,0,0
1423,1424,1255,5,"4,6",Fondant au chocolat,35,0,0,0,0,1,0,"['sucre-semoule', 'beurre-doux', 'farine', 'oeuf', 'chocolat']",0,0,0,1
1424,1425,4,10,5,Mini chaussons de pâte à pizza farcis,30,0,0,0,0,0,0,"['ricotta', 'mozzarella', 'levure', 'huile-d-olive', 'parmesan', 'basilic', 'coulis-de-tomate', 'farine', 'eau', 'sel']",1,0,0,1
1425,1426,225,6,"4,5",Saucisson brioché facile et rapide,50,0,0,0,0,0,0,"['saucisson', 'farine', 'oeuf', 'creme-fraiche-epaisse', 'levure-chimique', 'sel']",1,0,0,0
1426,1427,176,5,"3,7",Tarte au chocolat,35,0,0,0,0,1,0,"['pate', 'chocolat-noir', 'oeuf', 'creme-fraiche-epaisse', 'sucre']",0,0,0,1
1427,1428,48,8,"4,7",Chakchouka,65,0,0,0,0,0,0,"['tomate', 'huile-d-olive', 'oeuf', 'coriandre', 'piment', 'poivron', 'merguez', 'oignon']",1,0,0,0
1428,1429,31,8,"4,5","Mini-verrines apéritives saumon, crevettes et oeufs de poisson",10,0,1,0,0,0,0,"['crevette', 'saumon-fume', 'citron', 'chips', 'aneth', 'oeuf', 'creme-fraiche', 'ciboulette']",0,0,0,0
1429,1430,78,13,"4,8",Fajitas de poulet,80,0,0,0,0,0,0,"['chili', 'poivron-rouge', 'poivron-vert', 'blanc-de-poulet', 'cumin-en-poudre', 'huile', 'tortilla', 'creme-fraiche-epaisse', 'citron-vert', 'ail', 'poivre', 'oignon', 'sel']",1,0,0,0
1430,1431,39,9,"4,7",Boulettes de poulet au citron,40,0,0,0,0,0,0,"['jaune-d-oeuf', 'citron', 'menthe', 'yaourt-nature', 'panure', 'escalope', 'poivre', 'moutarde', 'sel']",1,0,0,0
1431,1432,0,16,0,Meat pie aborigène,37,0,0,0,0,0,0,"['jus-de-citron', 'sauce-worcestershire', 'pate-feuilletee', 'menthe', 'cumin', 'concentre-de-tomates', 'origan', 'vin-rouge', 'ketchup', 'carotte', 'huile', 'viande', 'persil', 'coriandre', 'bouillon-de-volaille', 'echalote']",1,0,0,0
1432,1433,8,10,"3,5",Beignets de saucisses,20,0,0,0,0,0,0,"['levure', 'huile-de-friture', 'farine', 'miel', 'huile', 'lait', 'maizena', 'sucre', 'knacki', 'sel']",1,0,0,0
1433,1434,15,6,"4,9",Salade de fruit dans une pastèque,30,0,0,0,0,1,0,"['pasteque', 'melon', 'menthe', 'peche', 'pomme', 'fraises']",0,0,1,1
1434,1435,48,6,"4,4",Tarte aux Carambars,60,0,0,0,0,1,0,"['creme-fraiche-liquide', 'moules', 'farine', 'carambar', 'oeuf', 'pate-sablee']",0,0,0,0
1435,1436,270,10,"4,7",Gratin de chou-fleur léger,50,1,0,0,0,0,0,"['muscade', 'farine', 'fromage-rape', 'eau', 'beurre', 'chou-fleur', 'bouillon-de-volaille', 'creme', 'poivre', 'sel']",0,0,0,0
1436,1437,13,12,"4,6",Moelleux à l'ananas façon Pina Colada et son croustillant à la noix de coco,70,0,0,0,0,1,0,"['jus-de-citron', 'jus-d-ananas', 'malibu-coco', 'farine', 'ananas', 'oeuf', 'noix-de-coco-rapee', 'beurre', 'sucre', 'sel']",0,0,0,1
1437,1438,96,14,"4,5",Bûche de Noël à la mousse au chocolat,130,0,0,0,0,1,0,"['jus-de-citron', 'levure', 'cafe', 'farine', 'liqueur', 'sucre-glace', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'sucre']",0,0,0,1
1438,1439,33,16,"4,7",Salade césar au poulet light,30,0,0,0,0,0,1,"['parmesan-rape', 'biscotte', 'citron', 'piment-d-espelette', 'parmesan', 'moutarde', 'vinaigre-balsamique', 'oeuf', 'creme-fraiche', 'escalope-de-poulet', 'poivre', 'beurre-allege', 'salade', 'echalote', 'sel']",0,0,0,0
1439,1440,82,7,"4,8",Cordon bleu,18,0,0,0,0,0,0,"['blanc-de-poulet', 'farine', 'fromage', 'oeuf', 'chapelure', 'beurre', 'bacon']",1,0,0,0
1440,1441,10,3,"4,7",Pop corn au caramel,30,0,0,0,1,0,0,"['eau', 'sucre', 'mais']",0,0,1,1
1441,1442,15,8,"4,2",Salade de céleri diététique,20,0,0,0,0,0,1,"['citron', 'celeri', 'huile', 'yaourt', 'piment', 'poivre', 'ail', 'sel']",0,0,0,1
1442,1443,198,6,"4,6",Gâteau à l'orange rapide,45,0,0,0,0,1,0,"['farine', 'oeuf', 'orange', 'beurre', 'sucre-en-poudre', 'levure-chimique']",0,0,0,1
1443,1444,5,11,5,Tourte aux poires,65,0,0,0,0,1,0,"['amandes', 'jus-de-citron', 'poire', 'sucre-roux', 'farine', 'sucre-vanille', 'beurre', 'maizena', 'couteau', 'sucre', 'sel']",0,0,0,0
1444,1445,7,12,"4,6",Gâteau de tiramisu au caramel,45,0,0,0,0,1,0,"['mascarpone', 'biscuit', 'gelatine', 'farine', 'chocolat-en-poudre', 'oeuf', 'beurre', 'creme', 'sucre']",0,0,0,0
1445,1446,4,4,"4,8",Fudge express au beurre de cacahuète (usa),5,0,0,0,1,0,0,"['beurre', 'beurre-de-cacahuetes', 'sucre', 'vanille']",0,0,0,1
1446,1447,1312,7,"4,7",Pancakes,14,0,0,0,0,1,0,"['levure', 'beurre-doux', 'sucre-semoule', 'farine', 'lait', 'oeuf', 'sel']",0,0,0,1
1447,1448,323,7,"4,7",Pavé de saumon sur son lit de poireaux,45,0,0,0,0,0,0,"['saumon', 'poireau', 'huile', 'creme-fraiche-epaisse', 'curry', 'poivre', 'sel']",1,0,0,0
1448,1449,14,9,"4,6",Gyoza (Ravioli Chinois à la Japonaise),45,0,0,0,0,0,1,"['fecule-de-pomme-de-terre', 'soja', 'chou', 'eau', 'feuillets-a-raviolis', 'ciboulette', 'huile-de-sesame', 'porc', 'ail']",0,0,0,0
