,index,NbCommentaire,NbIngredients,Note,Plat,Temps,accompagnement,amusegueule,boisson,confiserie,dessert,entree,ingredient,platprincipal,sauce,vegan,vegetarien
552,553,32,11,"4,7",Poulet tikka (Inde),25,0,0,0,0,0,1,"['citron', 'blanc-de-poulet', 'yaourt-nature', 'huile', 'persil', 'poivre-de-cayenne', 'sel', 'coriandre', 'ail', 'gingembre']",0,0,0,0
553,554,20,7,"4,1",Rôti de boeuf au four tout simple,45,0,0,0,0,0,0,"['huile-d-olive', 'roti-de-boeuf', 'thym', 'eau', 'poivre', 'ail', 'sel']",1,0,0,0
554,555,219,8,"4,6",Gâteau au yaourt et Nutella,35,0,0,0,0,1,0,"['nutella', 'levure', 'sucre-semoule', 'farine', 'huile', 'yaourt-nature', 'oeuf', 'sucre-vanille']",0,0,0,1
555,556,16,8,"4,8",Bâtonnets de fromage croustillants (breadsticks au fromage),35,0,1,0,0,0,0,"['farine', 'oeuf', 'eau', 'beurre', 'sel', 'cumin', 'poivre', 'emmental']",0,0,0,1
556,557,559,8,"4,6",La vraie Tartiflette,75,0,0,0,0,0,0,"['pomme-de-terre', 'huile', 'reblochon', 'ail', 'poivre', 'lardons-fumes', 'oignon', 'sel']",1,0,0,0
557,558,2,3,"3,5",Gache surprise chocolat coco,35,0,0,0,0,1,0,"['noix-de-coco-rapee', 'brioche', 'chocolat']",0,0,0,1
558,559,10,10,"3,9",Fudge blanc et noir (chocolat),20,0,0,0,1,0,0,"['amandes', 'jus-de-citron', 'chocolat-noir', 'cacao', 'noisettes', 'lait', 'noix', 'chocolat-blanc', 'sel']",0,0,0,1
559,560,29,5,"4,7",Tarte fine aux nectarines,60,0,0,0,0,1,0,"['nectarine', 'sucre', 'sucre-vanille', 'pate-sablee', 'poudre-d-amande']",0,0,1,1
560,561,50,5,"4,8",Soupe au Champagne (cocktail),10,0,0,1,0,0,0,"['champagne', 'citron-vert', 'cointreau', 'glacons', 'sirop']",0,0,1,1
561,562,277,14,"4,8",Tajine traditionnel (Maroc),75,0,0,0,0,0,0,"['pomme-de-terre', 'safran', 'tomate', 'huile-d-olive', 'selle-d-agneau', 'oignon', 'courgette', 'epices', 'eau', 'cumin', 'olive-verte', 'poivre', 'carotte', 'sel']",1,0,0,0
562,563,26,4,"4,1",Patates douces crousti-moelleuses rôties au four,45,1,0,0,0,0,0,"['huile-d-olive', 'poivre', 'patate-douce', 'sel']",0,0,1,1
563,564,6,5,"4,2",Peanut Butter Bars,30,0,0,0,1,0,0,"['beurre-de-cacahuetes', 'petit-beurre', 'margarine', 'chocolat', 'sucre-en-poudre']",0,0,0,1
564,565,76,3,"4,8",Fish and Chips (la vraie pâte à friture anglaise),24,0,0,0,0,0,0,"['oeuf', 'farine', 'biere']",1,0,0,1
565,566,107,4,"4,8",Rôti de porc Orloff,70,0,0,0,0,0,0,"['creme-fraiche', 'bacon', 'fromage', 'roti-de-porc']",1,0,0,0
566,567,33,6,"4,2",Cannelés chorizo - chèvre,60,0,1,0,0,0,0,"['chorizo', 'farine', 'lait', 'oeuf', 'beurre', 'fromage-de-chevre']",0,0,0,0
567,568,5,17,"3,6",Cheesecake cookie,95,0,0,0,0,1,0,"['extrait-de-vanille', 'farine', 'cassonade', 'lait', 'oeuf', 'creme-fraiche', 'beurre', 'fromage-blanc', 'cookie', 'chocolat', 'sucre', 'sel']",0,0,0,1
568,569,2,10,5,Scotch eggs,65,0,0,0,0,0,1,"['lardons', 'lait', 'oeuf', 'sauge', 'chapelure', 'viande', 'persil', 'poivre', 'sel']",0,0,0,0
569,570,705,4,"4,9",Génoise ultra-rapide et pourtant si aérienne...,30,0,0,0,0,1,0,"['oeuf', 'farine', 'sucre', 'levure-chimique']",0,0,0,1
570,571,11,4,"4,7",Chocolat viennois,15,0,0,1,0,0,0,"['creme-liquide', 'chocolat', 'sucre-en-poudre', 'lait']",0,0,0,1
571,572,11,7,"4,5",Forêt noire express,20,0,0,0,0,1,0,"['chocolat-noir', 'kirsch', 'cerise', 'genoise', 'creme-fraiche', 'sucre-en-poudre', 'confiture']",0,0,0,1
572,573,134,7,"4,7",Financiers au bon goût d'amande,30,0,0,0,0,1,0,"['blanc-d-oeuf', 'farine', 'sucre-glace', 'beurre', 'sucre-en-poudre', 'extrait-d-amande-amere', 'poudre-d-amande']",0,0,0,1
573,574,25,7,"4,4",Rôti de porc tout simple,50,0,0,0,0,0,0,"['huile-d-olive', 'roti-de-porc', 'eau', 'beurre', 'poivre', 'ail', 'sel']",1,0,0,0
574,575,5,6,"4,6",Délices d'aubergines roulées,40,1,0,0,0,0,0,"['huile-d-olive', 'parmesan', 'basilic', 'aubergine', 'poivre', 'sel']",0,0,0,1
575,576,715,8,"4,5",Cookies maison,25,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'oeuf', 'beurre', 'levure-chimique', 'sucre', 'vanille', 'sel']",0,0,0,1
576,577,15,8,"4,3",Fondant au pistou coeur mozzarella,20,0,0,0,0,0,1,"['mozzarella', 'parmesan', 'farine', 'creme-liquide', 'oeuf', 'beurre', 'pistou', 'levure-chimique']",0,0,0,1
577,578,433,7,"4,8",Gâteau d'anniversaire,80,0,0,0,0,1,0,"['farine', 'huile', 'lait', 'oeuf', 'sucre-vanille', 'levure-chimique', 'sucre']",0,0,0,1
578,579,117,10,"4,7",Vin chaud aux épices (Alsace),20,0,0,1,0,0,0,"['clou-de-girofle', 'citron', 'sucre-roux', 'vin-rouge', 'orange', 'cannelle', 'etoile-de-badiane', 'couteau', 'gingembre']",0,0,0,0
579,580,25,10,"4,4",ACCRAS DE MORUE,25,0,1,0,0,0,0,"['morue', 'farine', 'lait', 'oeuf', 'cive', 'persil', 'bouquet-garni', 'piment', 'levure-chimique', 'oignon']",0,0,0,0
580,581,575,7,"3,8",Pâte à crêpes,30,0,0,0,0,1,0,"['rhum', 'farine', 'huile', 'lait', 'oeuf', 'beurre', 'sucre']",0,0,0,1
581,582,23,4,"4,3",Le foie gras maison facile,55,0,0,0,0,0,1,"['epices', 'poivre', 'foie-gras', 'sel']",0,0,0,0
582,583,179,4,"4,5",La pâte à galettes de blé noir traditionnelle,20,0,0,0,0,0,0,"['oeuf', 'eau', 'farine-de-ble-noir', 'gros-sel']",1,0,0,1
583,584,14,8,"4,5",Gâteau marbré en coquille d'oeuf,75,0,0,0,0,1,0,"['farine', 'chocolat-en-poudre', 'lait', 'oeuf', 'sucre-vanille', 'beurre', 'sucre']",0,0,0,1
584,585,223,4,"4,8",Pain perdu,30,0,0,0,0,1,0,"['oeuf', 'pain', 'sucre-de-canne', 'lait']",0,0,0,1
585,586,3,3,"4,7",Detox water au citron,2,0,0,1,0,0,0,"['eau', 'menthe', 'citron']",0,0,1,1
586,587,120,9,"4,6",Taboulé de mémé,20,0,0,0,0,0,1,"['concombre', 'poivron-vert', 'tomate', 'citron', 'huile-d-olive', 'semoule-moyenne', 'poivre', 'oignon', 'sel']",0,0,1,1
587,588,165,7,"4,7",Mascarpone glacé,15,0,0,0,0,1,0,"['mascarpone', 'extrait-de-vanille', 'rhum', 'oeuf', 'cerneau-de-noix', 'sucre']",0,0,0,1
588,589,11,8,"3,5",Gâteau au fromage blanc et framboises (léger),65,0,0,0,0,1,0,"['blanc-d-oeuf', 'citron', 'farine', 'sucre-glace', 'orange', 'fromage-blanc', 'sucre', 'framboises']",0,0,0,1
589,590,4,16,5,Burger végétarien aux lentilles,55,0,0,0,0,0,0,"['comte', 'huile-d-olive', 'carotte', 'concentre-de-tomates', 'pain-pour-hamburger', 'oeuf', 'ketchup', 'lentilles-verte', 'chapelure', 'mayonnaise', 'ail', 'cumin', 'poivre', 'salade', 'oignon', 'sel']",1,0,0,1
590,591,46,5,"4,7",Sablés bretons très faciles,40,0,0,0,1,0,0,"['jaune-d-oeuf', 'farine', 'beurre-demi-sel', 'sucre-en-poudre', 'levure-chimique']",0,0,0,1
591,592,20,3,"4,1",Rösti de pomme de terre crues,50,1,0,0,0,0,0,"['pomme-de-terre', 'matiere-grasse', 'sel']",0,0,1,1
592,593,75,8,"4,5",Tomates à la provençale,50,0,0,0,0,0,0,"['tomate', 'huile', 'chapelure', 'persil', 'poivre', 'herbes-de-provence', 'ail', 'sel']",1,0,1,1
593,594,139,2,"4,3",Meringue facile,80,0,0,0,0,1,0,"['blanc-d-oeuf', 'sucre']",0,0,0,1
594,595,10,6,"3,6",Bûche au chocolat,25,0,0,0,0,1,0,"['farine', 'oeuf', 'sucre-en-poudre', 'noix', 'chocolat-patissier', 'levure-chimique']",0,0,0,1
595,596,32,12,"4,3",Napolitain facile,45,0,0,0,0,1,0,"['blanc-d-oeuf', 'cacao', 'sucre-roux', 'farine', 'extrait-de-vanille-liquide', 'vermicelles', 'sucre-glace', 'oeuf', 'beurre', 'chocolat-a-tartiner', 'levure-chimique', 'sel']",0,0,0,1
596,597,23,7,"4,3",Chocolate and caramel shortbread ou Millionaire - Gâteau Ecossais,50,0,0,0,0,1,0,"['beurre-doux', 'chocolat-au-lait', 'farine', 'sucre-en-poudre', 'lait-concentre-sucre']",0,0,0,1
597,598,109,5,"4,4",Guacamole,10,0,1,0,0,0,0,"['avocat', 'citron-vert', 'coriandre', 'oignon', 'sel']",0,0,1,1
598,599,28,23,"4,9",Cuissot Chevreuil à préparer la veille,285,0,0,0,0,0,0,"['ail', 'poivre', 'thym', 'clou-de-girofle', 'celeri', 'oignon-jaune', 'vin-blanc', 'persil', 'chevreuil', 'bouquet-garni', 'creme', 'huile-d-olive', 'vin-rouge', 'beurre', 'romarin', 'carotte', 'vinaigre-de-vin', 'sel', 'muscade', 'bouillon-de-boeuf', 'farine', 'eau', 'echalote']",1,0,0,0
599,600,60,7,"4,7",Tartare de saumon,20,0,0,0,0,0,1,"['coeur-de-saumon', 'citron', 'huile-d-olive', 'aneth', 'vinaigre', 'citron-vert', 'ciboulette']",0,0,0,0
600,601,3,3,"4,3",Cocktail cosmopolitan,3,0,0,1,0,0,0,"['gin', 'citron-vert', 'jus-de-cranberries']",0,0,1,1
601,602,22,10,"4,7",Pastilla de poulet au curry,80,0,0,0,0,0,0,"['oignon-blanc', 'tomates-pelees', 'lait-de-coco', 'huile-d-olive', 'blanc-de-poulet', 'beurre', 'brick', 'curry', 'coriandre', 'ail']",1,0,0,0
602,603,1,9,5,Damier foie gras pain d'épices et mangue,40,0,0,0,0,0,1,"['raisins-secs', 'sucre-roux', 'pain-d-epices', 'foie-gras', 'fleur-de-sel', 'ciboulette', 'vin-blanc', 'mangue', 'ail']",0,0,0,0
603,604,10,7,"3,8",Gâteau de pain perdu orange pépites de chocolat,45,0,0,0,0,1,0,"['brioche', 'creme-liquide', 'jus-d-orange', 'orange', 'oeuf', 'chocolat', 'sucre']",0,0,0,1
604,605,3,14,"4,7",number cake sur son 31,220,0,0,0,0,1,0,"['mascarpone', 'gateaux', 'chocolat-noir', 'farine', 'extrait-de-vanille-liquide', 'creme-liquide', 'marrons', 'sucre-glace', 'oeuf', 'physalis', 'beurre', 'creme-de-marron', 'sel']",0,0,0,1
605,606,145,7,4,Far breton facile,60,0,0,0,0,1,0,"['rhum', 'pruneau', 'farine', 'lait', 'oeuf', 'sucre-vanille', 'sucre']",0,0,0,1
606,607,55,7,"4,4",Soupe glacée au concombre,15,0,0,0,0,0,1,"['huile-d-olive', 'menthe', 'paprika', 'lait-ecreme', 'fromage-blanc', 'concombre', 'sel']",0,0,0,1
607,608,33,6,"4,3",Crêpes de l'empereur,35,0,0,0,0,1,0,"['lait-entier', 'farine', 'oeuf', 'beurre', 'raisin', 'sucre']",0,0,0,1
608,609,3,10,5,Tartiflette magique,80,0,0,0,0,0,0,"['pomme-de-terre', 'lardons', 'farine', 'lait', 'oeuf', 'reblochon', 'beurre', 'poivre', 'oignon', 'sel']",1,0,0,0
609,610,32,13,"4,5",Le pavlova,115,0,0,0,0,1,0,"['blanc-d-oeuf', 'jus-de-citron', 'kiwi', 'sucre-vanille', 'banane', 'maizena', 'sucre-en-poudre', 'creme-chantilly', 'abricot', 'creme-fleurette', 'framboises', 'vinaigre-de-vin']",0,0,0,1
610,611,6,8,"4,8",Carrés aux dattes,55,0,0,0,0,1,0,"['vanille', 'flocons-d-avoine', 'farine', 'bicarbonate', 'cassonade', 'eau', 'datte', 'graisse-de-coco']",0,0,1,1
611,612,0,11,0,Tarteclette,35,0,1,0,0,0,0,"['pomme-de-terre', 'fromage-a-raclette', 'coppa', 'sables', 'jambon-blanc', 'creme-fraiche', 'bacon', 'poivre', 'jambon', 'oignon', 'rosette']",0,0,0,0
612,613,52,6,"4,7",Huîtres chaudes façon Françoise,25,0,0,0,0,0,1,"['creme-fraiche', 'beurre', 'huitre', 'vin-blanc', 'gruyere-rape', 'echalote']",0,0,0,0
613,614,3,17,"4,3",Galantine de dinde,240,0,0,0,0,0,0,"['muscade', 'parmesan-rape', 'pistache', 'huile-d-olive', 'truffe-noire-du-perigord', 'roti-de-porc', 'carotte', 'lait', 'oeuf', 'vin-blanc-sec', 'poivre', 'romarin', 'pain', 'jambon', 'blanc-de-dinde', 'oignon', 'sel']",1,0,0,0
614,615,12,12,"4,3",Riz sauté à l'ananas,45,0,0,0,0,0,0,"['sauce-soja', 'riz', 'oignon-rouge', 'ananas', 'piment', 'oignon-cebette', 'mais', 'huile-de-sesame', 'coriandre', 'crevette-rose', 'ail', 'gingembre']",1,0,0,0
615,616,112,8,"4,8",Purée de carottes,25,1,0,0,0,0,0,"['muscade', 'pomme-de-terre', 'beurre', 'creme-fraiche-epaisse', 'cumin', 'poivre', 'carotte', 'sel']",0,0,0,1
616,617,163,10,"4,6",Verrine mousse de jambon et tomates confites,15,0,1,0,0,0,0,"['parmesan-rape', 'ail-semoule', 'carre-frais', 'huile', 'creme-liquide', 'jambon-blanc', 'paprika', 'tomate-sechee', 'pignons']",0,0,0,0
617,618,31,9,"4,5",Banana bread au chocolat,65,0,0,0,0,1,0,"['cacao', 'levure', 'chocolat-au-lait', 'farine', 'sucre-roux', 'oeuf', 'banane', 'beurre', 'sel']",0,0,0,1
618,619,53,9,"4,4",croque-monsieur,15,0,0,0,0,0,0,"['muscade', 'pain-de-mie', 'fromage', 'lait', 'beurre', 'gruyere-rape', 'poivre', 'jambon', 'sel']",1,0,0,0
619,620,6,6,5,Pizza facile aux courgettes,60,0,0,0,0,0,0,"['pate-a-pizza', 'huile-d-olive', 'parmesan', 'courgette', 'herbes', 'ail']",1,0,0,1
620,621,229,6,"4,7",Saucisses aux lentilles ,55,0,0,0,0,0,0,"['oignon-blanc', 'saucisse', 'lentilles-verte', 'bouquet-garni', 'lardons-fumes', 'carotte']",1,0,0,0
621,622,6,10,"4,5",Pâte à chou-fleur et mozzarella façon pizza,50,0,0,0,0,0,0,"['mozzarella', 'huile-d-olive', 'basilic', 'origan', 'oeuf', 'chou-fleur', 'gruyere-rape', 'piment', 'poivre', 'sel']",1,0,0,1
622,623,3,6,"4,3",Tarte choco bananes Saint-Valentin,60,0,0,0,0,1,0,"['oeuf', 'beurre', 'banane', 'chocolat', 'pate-sablee', 'sucre']",0,0,0,1
623,624,84,12,"4,8",Tatin d'aubergines et de poivrons au chèvre frais,85,0,0,0,0,0,0,"['tomate', 'huile-d-olive', 'oignon-rouge', 'chevre-frais', 'sarriette', 'pate-brisee', 'aubergine', 'romarin', 'poivron', 'poivre', 'thym', 'sel']",1,0,0,1
624,625,251,5,"4,8",Flan de courgettes,50,0,0,0,0,0,1,"['basilic', 'courgette', 'lait', 'oeuf', 'gruyere-rape']",0,0,0,1
625,626,2,13,4,panna cotta tomates-poivrons,274,0,0,0,0,0,1,"['creme-fraiche-liquide', 'poivron-rouge', 'tomate', 'parmesan', 'basilic', 'gelatine', 'lait', 'thym', 'ail', 'poivre', 'echalote', 'sel']",0,0,0,0
626,627,123,9,"4,7",Lotte à l'américaine,40,0,0,0,0,0,0,"['lotte', 'echalote', 'cognac', 'tomate', 'huile-d-olive', 'concentre-de-tomates', 'beurre', 'vin-blanc-sec', 'ail']",1,0,0,0
627,628,99,11,"4,7",Samoussa rapide au boeuf,30,0,0,0,0,0,1,"['sauce-soja', 'jaune-d-oeuf', 'huile-d-olive', 'boeuf-hache', 'huile-de-friture', 'oignon', 'carotte', 'brick', 'curry', 'ail', 'gingembre']",0,0,0,0
628,629,7,8,"4,3",Tiramisu fruits rouges en cornet,30,0,0,0,0,1,0,"['mascarpone', 'kirsch', 'biscuit', 'cornet', 'creme-epaisse', 'oeuf', 'sucre', 'fraises']",0,0,0,1
629,630,55,6,"4,6",Rose feuilletée aux pommes,55,0,0,0,0,1,0,"['citron', 'pate-feuilletee', 'pomme', 'beurre', 'sucre-en-poudre', 'poudre-d-amande']",0,0,0,1
630,631,8,9,"4,3",Crumble aux pêches caramélisées aux miel de provence,45,0,0,0,0,1,0,"['huile-d-olive', 'basilic', 'farine', 'sucre', 'peche', 'beurre', 'miel', 'vanille']",0,0,0,1
631,632,15,14,"4,8",Boulettes de porc perlées (zhen zhu wan),150,0,0,0,0,0,1,"['riz-rond', 'vin', 'gingembre', 'gingembre-confit', 'oeuf', 'paprika', 'fecule', 'persil', 'curry', 'poivre', 'porc', 'ail', 'sel']",0,0,0,0
632,633,18,5,"4,6",Galettes de blé noir,18,0,0,0,0,0,0,"['farine', 'oeuf', 'eau', 'farine-de-ble-noir', 'sel']",1,0,0,1
633,634,6,10,"4,5",Véritables rouleaux de printemps au poulet,75,0,0,0,0,0,1,"['crevette', 'sauce-soja', 'germes-de-soja', 'blanc-de-poulet', 'menthe', 'oignon', 'laitue', 'champignon-noir', 'galette-de-riz', 'carotte']",0,0,0,0
634,635,12,8,"4,8",cheesecake speculoos,105,0,0,0,0,1,0,"['citron', 'farine', 'fromage', 'speculoos', 'oeuf', 'creme-fraiche', 'beurre', 'sucre-en-poudre']",0,0,0,1
635,636,125,9,"4,6",Gratin de pâtes au chorizo,55,0,0,0,0,0,0,"['chorizo', 'pates', 'tomate', 'concentre-de-tomates', 'poivre', 'jambon', 'herbes-de-provence', 'oignon', 'sel']",1,0,0,0
636,637,278,5,"4,8",Moelleux au chocolat,25,0,0,0,0,1,0,"['farine', 'sucre-glace', 'oeuf', 'beurre', 'chocolat']",0,0,0,1
637,638,32,11,"4,8",Pintade chaponne aux pommes et aux châtaignes,125,0,0,0,0,0,0,"['muscade', 'chataigne', 'huile-d-olive', 'pintade', 'sucre-roux', 'calvados', 'pomme', 'poivre', 'romarin', 'oignon', 'sel']",1,0,0,0
638,639,0,6,0,Maki frais et light coco mangue ,15,0,0,0,0,1,0,"['lait-de-coco', 'orange', 'sucre-vanille', 'mangue', 'miel', 'framboises']",0,0,0,1
639,640,66,15,"3,9",Paris-Brest généreux,75,0,0,0,0,1,0,"['amandes', 'jaune-d-oeuf', 'farine', 'lait', 'oeuf', 'sucre-glace', 'beurre', 'maizena', 'sucre-en-poudre', 'pralin', 'sucre', 'sel']",0,0,0,1
640,641,41,14,5,Risotto aux trois champignons,40,0,0,0,0,0,0,"['parmesan-rape', 'mascarpone', 'champignon-de-paris', 'girolle', 'beurre', 'vin-blanc-sec', 'persil', 'pleurote', 'poivre', 'bouillon-de-volaille', 'creme', 'riz-pour-risotto', 'echalote', 'sel']",1,0,0,0
641,642,25,10,"4,8",Chou rouge aux marrons et aux pommes en cocotte,100,1,0,0,0,0,0,"['chataigne', 'chou-rouge', 'vin-rouge', 'pomme', 'vinaigre', 'beurre', 'poivre', 'sucre', 'oignon', 'sel']",0,0,0,1
642,643,113,19,"4,6",Colombo de poulet ,60,0,0,0,0,0,0,"['pomme-de-terre', 'jus-de-citron', 'lait-de-coco', 'echalote', 'piment-de-cayenne', 'courgette', 'thym', 'aubergine', 'epices-a-colombo', 'vinaigre', 'persil', 'cuisse-de-poulet', 'ail', 'coriandre', 'poivre', 'oignon', 'sel']",1,0,0,0
643,644,0,12,0,gravity cake pop-corn et caramel,220,0,0,0,0,1,0,"['mascarpone', 'chocolat-noir', 'arome-vanille', 'farine', 'creme-liquide', 'sucre-glace', 'oeuf', 'pop-corn', 'beurre-demi-sel', 'sucre']",0,0,0,1
644,645,0,7,0,Push cake facile aux biscuits roses et aux framboises,30,0,0,0,0,1,0,"['mascarpone', 'biscuit', 'creme-liquide', 'sucre-glace', 'framboises', 'sucre', 'vanille']",0,0,0,1
645,646,304,12,"4,8","Blanc de poulet aux endives, champignons et lardons",55,0,0,0,0,0,0,"['cognac', 'blanc-de-poulet', 'champignon-de-paris', 'farine', 'creme-fraiche', 'beurre', 'endive', 'persil', 'poivre', 'lardons-fumes', 'oignon', 'sel']",1,0,0,0
646,647,486,8,"4,7",Quiche sans pâte,40,0,0,0,0,0,0,"['farine', 'lait', 'oeuf', 'creme-fraiche', 'gruyere-rape', 'poivre', 'jambon', 'sel']",1,0,0,0
647,648,26,7,"4,3",Gateau au yaourt et au chocolat,40,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'huile', 'yaourt-nature', 'oeuf', 'levure-chimique', 'sucre']",0,0,0,1
648,649,47,6,5,Tarte au cassis,65,0,0,0,0,1,0,"['cassis', 'jaune-d-oeuf', 'farine', 'pate-brisee', 'creme-fraiche', 'sucre']",0,0,0,1
649,650,4,10,"4,3",Tranches d'omelette roulée,14,0,1,0,0,0,0,"['fromage-frais', 'jambon-blanc', 'lait', 'oeuf', 'beurre', 'ciboulette', 'persil', 'poivre', 'jambon', 'sel']",0,0,0,0
650,651,26,12,"4,5",Salade de fruits frais extra et rafraîchissante,15,0,0,0,0,1,0,"['ananas', 'kiwi', 'orange', 'pomme', 'banane', 'eau', 'cannelle', 'mangue', 'sucre-en-poudre', 'vanille', 'sirop', 'fraises']",0,0,1,1
651,652,80,6,"4,7",Tarte à l'oignon rapide,45,0,0,0,0,0,1,"['pate-brisee', 'oeuf', 'creme-fraiche', 'poivre', 'oignon', 'sel']",0,0,0,1
652,653,40,9,"4,6","Gratin de potiron (avec astuce, pour éviter qu'il rende trop d'eau!)",50,1,0,0,0,0,0,"['parmesan', 'oeuf', 'gruyere', 'creme-fraiche-epaisse', 'beurre', 'cannelle', 'poivre', 'potiron', 'sel']",0,0,0,1
653,654,39,12,"4,4",Choux farcis,130,0,0,0,0,0,0,"['biscotte', 'boeuf-hache', 'chou', 'carotte', 'hache-de-veau', 'margarine', 'persil', 'ail', 'poivre', 'oignon', 'sel']",1,0,0,0
654,655,8,11,"3,8",Tarte aux myrtilles à la crème d'amande,90,0,0,0,0,1,0,"['myrtilles', 'jaune-d-oeuf', 'farine', 'poudre-d-amande', 'oeuf', 'beurre', 'sucre']",0,0,0,1
655,656,5,6,"4,8",Margarita à la fraise,10,0,0,1,0,0,0,"['glace-pilee', 'citron-vert', 'cointreau', 'tequila', 'sucre', 'fraises']",0,0,1,1
656,657,1,6,5,Pizza façon chinois,55,0,0,0,0,0,0,"['pate-a-pizza', 'mozzarella', 'olives-noires', 'coulis-de-tomate', 'jambon-blanc', 'champignon']",1,0,0,0
657,658,4,9,"3,3",Pizza roulée,65,0,0,0,0,0,0,"['pate-a-pizza', 'mozzarella', 'huile-d-olive', 'basilic', 'coulis-de-tomate', 'origan', 'fleur-de-sel', 'poivre', 'ail']",1,0,0,1
658,659,1,5,5,Energie balls,15,0,0,0,1,0,0,"['extrait-de-vanille', 'eau', 'noix-de-cajou', 'chocolat', 'datte']",0,0,1,1
659,660,60,7,"4,5",Pancakes à la banane,7,0,0,0,0,1,0,"['levure', 'farine', 'lait', 'oeuf', 'banane', 'beurre', 'sucre']",0,0,0,1
660,661,11,10,"4,6",Burger d'avocat,27,0,0,0,0,0,0,"['steak', 'cheddar', 'avocat', 'tomate', 'oignon-rouge', 'huile-d-olive', 'poivre', 'salade', 'sesame', 'sel']",1,0,0,0
661,662,42,4,"4,4",Confiture à la mûre,60,0,0,0,1,0,0,"['citron', 'eau', 'mure', 'sucre']",0,0,1,1
662,663,10,6,"3,8",Petits sablés au thé vert matcha,40,0,0,0,0,1,0,"['farine', 'oeuf', 'sucre-vanille', 'beurre', 'sucre-en-poudre', 'the-vert']",0,0,0,1
663,664,49,8,"4,5",Saint-Jacques à la vanille,25,0,0,0,0,0,0,"['coquille-saint-jacques', 'creme-fraiche-epaisse', 'maizena', 'arome', 'beurre', 'poivre', 'vanille', 'sel']",1,0,0,0
664,665,18,11,"4,7",Quiche aux pommes et aux boudins blancs,50,0,0,0,0,0,0,"['boudin-blanc', 'parmesan', 'piment-de-cayenne', 'pate-brisee', 'lait', 'pomme', 'oeuf', 'beurre', 'fromage-blanc', 'poivre', 'oignon']",1,0,0,0
665,666,276,9,"4,7",Véritable Fondue savoyarde,45,0,0,0,0,0,0,"['comte', 'tomme', 'kirsch', 'beaufort', 'reblochon', 'maizena', 'vin-blanc', 'pain', 'ail']",1,0,0,1
666,667,10,6,"4,8",Camembert rôti au miel,25,0,0,0,0,0,0,"['mache', 'vinaigre-balsamique', 'camembert', 'miel', 'genievre', 'pain-de-campagne']",1,0,0,1
667,668,56,8,"4,5",Poêlée de panais,15,1,0,0,0,0,0,"['tamari', 'soja', 'beurre', 'panais', 'persil', 'huile-de-noix', 'poivre', 'sel']",0,0,0,1
668,669,164,9,"4,5",Tomates farcies facile,80,0,0,0,0,0,0,"['chair-a-saucisse', 'tomate', 'oignon', 'beurre', 'persil', 'ail', 'poivre', 'thym', 'sel']",1,0,0,0
669,670,52,6,"4,6",Terrine aux courgettes et au basilic,60,0,0,0,0,0,1,"['basilic', 'courgette', 'oeuf', 'creme-fraiche', 'poivre', 'sel']",0,0,0,1
670,671,78,10,"4,1",Soupe à l'oignon,45,0,0,0,0,0,1,"['comte', 'pain-de-mie', 'farine', 'huile', 'eau', 'beurre', 'vin-blanc', 'poivre', 'oignon', 'sel']",0,0,0,1
671,672,13,8,"4,6",Burger bun de riz,35,0,0,0,0,0,0,"['riz-rond', 'sauce-soja', 'saumon', 'avocat', 'guacamole', 'crevette-rose', 'concombre', 'sesame']",1,0,0,0
672,673,60,14,"4,8",Chapon farci de Noel,158,0,0,0,0,0,0,"['chapon', 'huile', 'epinards-frais', 'foie-gras', 'lait', 'oeuf', 'foie', 'beurre', 'persil', 'ail', 'poivre', 'pain', 'echalote', 'sel']",1,0,0,0
673,674,48,7,"4,5",Pâté de Pâques berrichon,45,0,0,0,0,0,1,"['muscade', 'pate-feuilletee', 'viande-hachee', 'oeuf', 'persil', 'poivre', 'sel']",0,0,0,0
674,675,277,9,"4,8",Tarte à la rhubarbe rapide,50,0,0,0,0,1,0,"['jaune-d-oeuf', 'farine', 'oeuf', 'eau', 'beurre', 'creme-fraiche', 'sucre-en-poudre', 'rhubarbe', 'sel']",0,0,0,1
675,676,29,9,"4,5",Côtes de porc à la vapeur,22,0,0,0,0,0,0,"['pomme-de-terre', 'cote-de-porc', 'huile', 'eau', 'margarine', 'vin-blanc', 'poivre', 'herbes-de-provence', 'sel']",1,0,0,0
676,677,48,4,"4,9",Crème au citron pour tartines,25,0,0,0,1,0,0,"['oeuf', 'beurre', 'citron', 'sucre']",0,0,0,1
677,678,1058,7,"4,6",Tarte chocolat - poires facile,45,0,0,0,0,1,0,"['chocolat-noir', 'poire', 'lait', 'oeuf', 'creme-fraiche', 'pate-sablee', 'sucre']",0,0,0,1
678,679,44,11,"4,6",Oeufs mimosa,35,0,0,0,0,0,1,"['jus-de-citron', 'jaune-d-oeuf', 'olives-noires', 'huile', 'laitue', 'oeuf', 'mayonnaise', 'persil', 'poivre', 'moutarde', 'sel']",0,0,0,1
679,680,270,8,"4,7",Véritables Brownies aux noix,50,0,0,0,0,1,0,"['chocolat-noir', 'sucre-semoule', 'farine', 'oeuf', 'beurre', 'cerneau-de-noix', 'levure-chimique', 'poudre-d-amande']",0,0,0,1
